S3 Link,url,bread_crumb1,bread_crumb2,bread_crumb3,title,customer_star_ratings_delivery,customer_star_ratings_dining,latitude,longitude,restaurant_id,serves_cuisine,timing,address,pincode,contact_information,order_online_available,order_online_currently_available,hygiene_information,image_url,license_number,no_of_customer_reviews_delivery,no_of_customer_reviews_dining,price_range,promo_offer,restaurant_availability_status,website_sku
http://smt-tools.amazon.com/s3resource?id=d876d0b0-4376-11ec-833d-279c06510dc3&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/sri-venkateshwara-sweet-meat-stall-jp-nagar,Bengaluru,South Bangalore,Yeshwantpur,Sri Venkateshwara Sweet Meat Stall,4.6,3.7,12.90624087,77.59085923,18561653,"North Indian, Mithai, Street Food, Beverages, Chinese",Opens at 11:30am,"291,5th Cross Road,5th Phase,JP Nagar,Bangalore,India",,918527000000,Yes,No,,"https://b.zmtcdn.com/data/reviews_photos/b43/a157cbec075e5cec035e2160b1844b43_1552582714.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/reviews_photos/a53/421b532eedd248c0d9c7fb8001869a53_1509297015.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/011/7d58a39315a9fafd1e9e64ca503b9011_1505565829.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/5d1/663a346ff03ce7a5315f2e0eac0455d1_1552582718.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,110,57,â‚¹250 for one order (approx.),,Currently closed for online ordering,ncr/d-k-fast-food-nit-faridabad
http://smt-tools.amazon.com/s3resource?id=29fb7bc0-4304-11ec-a89a-9bddf734242e&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/polar-bear-bannerghatta-road,Bengaluru,South Bangalore,Whitefield,Polar Bear,4.5,4,12.89226855,77.59791043,60692,"Waffle, Shake, Ice Cream, Desserts, Beverages",11am â€“ 2am (Today),"71,1st Main Road,Doresanipalya Ward,Panduranga Nagar,Bannerghatta Road,Bangalore,India",,919773000000,Yes,Yes,,"https://b.zmtcdn.com/data/pictures/2/18900472/9ac23ceb8fb7a1dff04fc1b097a13a07.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/8df8a263138e17c03ae748b65782109b.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/ccb31f359042a97246e8920535ed7045.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/155a41c35dda65f9500386fa54aa0af6.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,"3,352",301,â‚¹300 for two people (approx.),,,mumbai/the-bar-stock-exchange-vikhroli
http://smt-tools.amazon.com/s3resource?id=789acb00-435e-11ec-a961-010ed2fb3e04&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/five-star-chicken-2-hennur,Bengaluru,North Bangalore,Frazer Town,Five Star Chicken,4.5,3.2,13.03084503,77.63547007,18534082,Fast Food,Opens tomorrow at 11am,"7,Banjara Crest Apartment,Near indian Academy College,Hennur,Bangalore,India",,91934830688,Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/9/55129/b26b84aa9c6e76fe20ac4a89010e2b63_featured_v2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/9/55129/288bbb35b71ee52dc5d4ae47741ea7f5.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/9/55129/414ee600b0125e63a3257eb6602251c4.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/9/55129/ab288a98fb04f260083230006131962c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,192,13,â‚¹500 for two people (approx.),,,hyderabad/paruchuri-foods-s-r-nagar
http://smt-tools.amazon.com/s3resource?id=7ac39050-430f-11ec-a523-53ba296f6467&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/apsara-ice-creams-bannerghatta-road-bangalore,Bengaluru,South Bangalore,Electronic City,Apsara Ice Creams,4.5,4.1,12.89362486,77.6109349,18601634,"Ice Cream, Desserts",Opens at 11:30am,"1065 B,5th Cross,Vijaya Bank Layout,Bilekahalli,Bannerghatta Road,Bangalore,India",,919168000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/3/18468843/c36e9afcc8e20563ae6f5320594f99eb.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/0636bbf6f1db059ca5479d7d6379962a.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/b450a5833111b46266e07ab191103a9c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/d62308e15c35b5a8fefba6fdc9ba21dd.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,457,106,â‚¹150 for one order (approx.),,,mumbai/v-caf%C3%A9-sion
http://smt-tools.amazon.com/s3resource?id=9cb34140-432f-11ec-b97f-096400dc86bc&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/apsara-ice-creams-hsr-bangalore,Bengaluru,South Bangalore,BTM,Apsara Ice Creams,4.5,4.3,12.91516971,77.63556194,18658897,"Ice Cream, Desserts","12noon â€“ 12midnight, 12:30am â€“ 1am (Today)","32/1,Ground Floor,14th Cross,9th Main,Sector 6,HSR Layout,HSR,Bangalore,India",,"+919221812222, +912516069222",Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/3/18468843/c36e9afcc8e20563ae6f5320594f99eb.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/0636bbf6f1db059ca5479d7d6379962a.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/7/18658897/aa06ffcbb8477c1495cced0086afbfb8.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/b450a5833111b46266e07ab191103a9c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,845,280,â‚¹300 for two people (approx.),,Currently closed for online ordering,mumbai/four-seasons-dombivali-east
http://smt-tools.amazon.com/s3resource?id=fb2f4e50-4332-11ec-8ada-6306cb467737&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/aishwarya-sweets-rajajinagar,Bengaluru,West Bangalore,Thippasandra,Aishwarya Sweets,4.5,,13.00399684,77.5504712,57895,"Mithai, Street Food",Opens tomorrow at 8am,"266/6,10th Cross,1st N Block,Rajajinagar,Bangalore,India",,"+919920323255, +912249682777, +919833411195",Yes,No,,"https://b.zmtcdn.com/data/pictures/5/57895/a183c4a0d2822e4c2c7b0c900ce75eab_featured_v2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/5/57895/443a438fd3fc93ad21f68fea91b99989.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/5/57895/67173561f47ebcf490848e5541fa0e3c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/5/57895/a02b39342dc2705c9078d92a95dc310d.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,249,0,â‚¹500 for one order (approx.),,Currently closed for online ordering,mumbai/the-orange-mint-vashi-navi-mumbai
http://smt-tools.amazon.com/s3resource?id=999591e0-4300-11ec-adf5-898fe45431c9&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/swizzle-1-hebbal-bangalore,Bengaluru,North Bangalore,Marathahalli,Swizzle,4.8,,13.04679675,77.6010751,19218957,Beverages,Permanently Closed,"2193,Prestige Misty Waters,Hebbal,Bangalore,India",,917022000000,No,NA,Well Sanitized Kitchen|Rider Hand Wash,"https://b.zmtcdn.com/data/pictures/chains/7/19218957/cab2b0db51155544ca15b3958640487c.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/7/19218957/4ede47f8015bba0cad5d2603c347b78f.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/7/19218957/4aaea535eebdcfd697c2ca26c2288ae9.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/e4c/cbcbb834b6eee95cb05097999f16de4c_1580195984.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",,77,0,â‚¹600 for two people (approx.),,Currently closed for online ordering,mumbai/taste-of-malai-gola-malad-west
http://smt-tools.amazon.com/s3resource?id=7346afa0-435b-11ec-acb1-1324cc5f789d&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/chats-point-basavanagudi-bangalore,Bengaluru,South Bangalore,Kalyan Nagar,Chats Point,4.5,3.7,12.93998524,77.56668583,18728045,"Fast Food, Street Food, Shake","Temporarily closed for dining, will be back soon!","14/15 th Main,2nd Cross,Near BMS Hostel,Basavanagudi,Bangalore,India",,914028000000,Yes,No,,"https://b.zmtcdn.com/data/reviews_photos/558/ea7d0008b64b1d399c7cc4a0b0452558_1540223112.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/5/18728045/a7f7748594014029f7eb2e7e31fefdbd.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/5/18728045/5e37b238641abe9371cbe0f8ee4d6172.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/f21/fb0336290658181f62156ae518be2f21_1540223186.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,63,12,â‚¹200 for one order (approx.),,,hyderabad/nrs-anand-tiffins-sd-road-secunderabad
http://smt-tools.amazon.com/s3resource?id=575a7610-4300-11ec-989d-9558859228c3&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/polar-bear-1-nagarbhavi-bangalore,Bengaluru,West Bangalore,Kaggadasapura,Polar Bear,4.5,3.8,12.97992344,77.51034401,19226248,"Waffle, Shake, Ice Cream, Desserts, Beverages",Opens at 11am,"178,Lower Ground Floor,2nd Block,Jnanabharathi,Nagarbhavi,Bangalore,India",,917775000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/2/18900472/9ac23ceb8fb7a1dff04fc1b097a13a07.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/8df8a263138e17c03ae748b65782109b.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/ccb31f359042a97246e8920535ed7045.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/155a41c35dda65f9500386fa54aa0af6.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,"2,091",24,â‚¹400 for two people (approx.),,Currently closed for online ordering,mumbai/food-colony-ulhasnagar-thane
http://smt-tools.amazon.com/s3resource?id=52a8de70-430c-11ec-91c2-27702da962a7&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/waffle-stories-malleshwaram,Bengaluru,West Bangalore,Koramangala 8th Block,Waffle Stories,4.6,3.9,13.01161191,77.55505577,58578,"Desserts, Beverages, Ice Cream",Opens tomorrow at 10:30am,"3rd Floor,Orion Mall,Brigade Gateway,Dr. Rajkumar Road,Malleshwaram,Bangalore,India",,918097000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/8/58578/c000c75f5c330fdfb6c40b0350bb97fb.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/8/58578/a361cf313c5c5bec4ee1e4dd0b49fd7d.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/8/58578/d14d37c9b4bedd78ce1cfcd49b3bfb14.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/8/58578/9f286b19f327bdb1f36ee72b92803d2a.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,329,362,â‚¹400 for two people (approx.),,Currently closed for online ordering,mumbai/jaynil-chinese-point-1-mira-road
http://smt-tools.amazon.com/s3resource?id=6c3d2e30-437b-11ec-bbf3-4181b65eedec&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/apsara-ice-creams-kalyan-nagar-bangalore,Bengaluru,North Bangalore,BTM,Apsara Ice Creams,4.5,,13.0170868,77.64080465,19247287,"Ice Cream, Desserts",Opens at 12noon,"Habitat 15,PG Building,201,15th C Main,HRBR Layout,2nd Block,Opposite Raj Kumar Park,Kalyan Nagar,Bangalore,India",,"+919821095795, +919810264848",Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/3/18468843/c36e9afcc8e20563ae6f5320594f99eb.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/0636bbf6f1db059ca5479d7d6379962a.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/b450a5833111b46266e07ab191103a9c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18468843/d62308e15c35b5a8fefba6fdc9ba21dd.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,182,0,â‚¹500 for two people (approx.),,Currently closed for online ordering,ncr/indian-hut-paschim-vihar-new-delhi
http://smt-tools.amazon.com/s3resource?id=358768e0-4364-11ec-b22b-db77f79e31ed&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/cake-yard-1-basavanagudi,Bengaluru,South Bangalore,Lavelle Road,Cake Yard,4.5,2.9,12.94437688,77.56789517,18648377,Bakery,Opens at 7am,"44/1,Bull Temple Road,Near Dodda Ganapati Temple,Basavanagudi,Bangalore,India",,919698000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/0/60070/4165f4a68d2b2edeb442731fc85d7d40.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/7/18648377/615fe5c792df652543256a98cb5355ce.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/0/60070/2f9878b2bf5c7cdebea906cd1299d60a.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/0/60070/0b6d049251df5d25e240da254237e243.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,92,6,â‚¹500 for two people (approx.),,,hyderabad/sammis-shawarma-gachibowli
http://smt-tools.amazon.com/s3resource?id=d85badf0-437e-11ec-821c-cd8a0a8e539c&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/the-cake-house-ulsoor,Bengaluru,Central Bangalore,Kalyan Nagar,The Cake House,4.6,,12.9714625,77.62763299,58358,"Bakery, Fast Food",Opens tomorrow at 8am,"17/3,Vishal Complex,Cambridge Road,Halasuru,Ulsoor,Bangalore,India",,"+918588056349, +917982076179, +919315392701",Yes,No,,"https://b.zmtcdn.com/data/pictures/8/58358/4cc26cc605f1463856d588959c5682d2_featured_v2.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/8/58358/1db7a04edcf4150385ff7eb7af92904a.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/b5b/f858ae45b02d97d45b15481b3407db5b_1531626523.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/4e4/1b718a21928c18f6de12aac4a1d864e4_1531626582.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,413,0,â‚¹500 for two people (approx.),,Currently closed for online ordering,ncr/bikaner-sweets-kaju-wale-raj-nagar-ghaziabad
http://smt-tools.amazon.com/s3resource?id=00481e20-4325-11ec-8873-03d5d1c6e555&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/ooty-chocolates-koramangala-4th-block,Bengaluru,Koramangala,New BEL Road,Ooty Chocolates,4.6,,12.93501514,77.62459405,55646,Desserts,Opens tomorrow at 10am,"2,100 Feet Road,8th Main,Koramangala 4th Block,Bangalore,India",,+912228982442|+912228992442,Yes,No,,"https://b.zmtcdn.com/data/reviews_photos/e09/ee379db25cef3d7b28259b3e50d95e09_1480760011.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/7/56577/feaefd29e2283607d946f525954075d0.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/7/56577/be1d29728b2b215fc1ac4e900ecebfb7.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/7/56577/dde6210b048e46d24318c8db9cd1faef.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,598,0,"â‚¹1,200 for two people (approx.)",,,mumbai/manoj-ice-cream-borivali-west
http://smt-tools.amazon.com/s3resource?id=9c7398a0-430d-11ec-912f-63152e5bd04b&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/baskin-robbins-basaveshwara-nagar,Bengaluru,West Bangalore,Brookefield,Baskin Robbins,4.5,3.5,12.99172162,77.53819507,18418536,"Ice Cream, Desserts, Beverages",10am â€“ 12midnight (Today),"325,3rd Stage,4th Block,8th Main,Opposite Airtel Showroom,Basaveshwara Nagar,Bangalore,India",,917739000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/4/51454/75d6026888167fcc63d7a3d192c25527.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/4/51454/a5e6516262132e866eb4f3db752015c7.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/4/51454/e7e2a678c9fc0fb50494c221fabaf845.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/4/51454/00b3fc68b292db1857e703c5efff48af.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,523,21,â‚¹500 for two people (approx.),,Currently closed for online ordering,mumbai/chinese-junction-dombivali-east-thane
http://smt-tools.amazon.com/s3resource?id=beb730c0-433f-11ec-97f0-bd586c812c15&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/thancos-natural-ice-cream-nagarbhavi,Bengaluru,West Bangalore,Hebbal,Thanco's Natural Ice Cream,4.5,3.7,12.97303599,77.51296889,18595114,"Desserts, Ice Cream, Beverages, Waffle, Shake","Temporarily closed for dining, will be back soon!","312,Ground Floor,Sayari Complex,2nd Stage,Outer Ring Road,Nagarbhavi,Bangalore,India",,918800000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/4/18729394/ed3679581f6d14b75afe9fed73849b47.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/0/53810/b864597c2d2328179e61d7f6980ac79c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/0/53810/c55063bd79583686bb510ef1e6956536.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/0/53810/2b7a3f0334daa5f018c97648b6815939.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,82,18,â‚¹300 for two people (approx.),,,ncr/the-shawarma-company-janakpuri-new-delhi
http://smt-tools.amazon.com/s3resource?id=e465fc40-4301-11ec-a693-b97979e00c8b&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/swad-e-rajasthan-hosur-road-bangalore,Bengaluru,South Bangalore,Marathahalli,Swad-E-Rajasthan,4.7,3.9,12.935922,77.60831,19191168,"North Indian, Street Food",Opens at 10am,"New 5/339/6,Old 6/5,Near Christ College,CL Layout,DRC Post,Hosur Road,Bangalore,India",,918169000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/chains/8/19191168/bec2166f8184e011a4a20a23de5fbd9e.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/8/19191168/91d8aa36373841c2afa7810c84ed90c9.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/8/19191168/67a60b0d4a9999eb69c68ef5257a7e2c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/8/19191168/da4b0c9bedb10d516432279df04ce883.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,64,21,â‚¹500 for two people (approx.),,,mumbai/gulpp-chembur
http://smt-tools.amazon.com/s3resource?id=a5777690-4305-11ec-9e79-a5da3501e5c5&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/sangam-sweets-seshadripuram,Bengaluru,West Bangalore,Koramangala 5th Block,Sangam Sweets,4.5,,12.98684174,77.5792912,54673,"Mithai, Street Food, Fast Food, Beverages",Opens tomorrow at 8am,"7,Shivananda General Stores Complex,Harekrishna Road,Kumara Krupa Road,Seshadripuram,Bangalore,India",,919820000000,Yes,No,,"https://b.zmtcdn.com/data/reviews_photos/0e8/2a81ccec4514be549783e896675840e8_1549453588.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/3/54673/6ee0722f91dc21c31a67027375186e6c.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/3/54673/013dea5f02fde72e9cd3612864002765.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/4d6/0efebe257a378f09142685a6f95b84d6_1549453589.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,891,0,â‚¹300 for two people (approx.),,,mumbai/mekhla-kitchen-powai
http://smt-tools.amazon.com/s3resource?id=e7c6e540-4327-11ec-a576-67aba31857b4&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/bombay-kulfis-jeevan-bhima-nagar-bangalore,Bengaluru,East Bangalore,Nagawara,Bombay Kulfis,4.5,3.5,12.96828055,77.65063461,18852659,"Desserts, Ice Cream",Opens at 11am,"556,HAL,Stage 3,Jeevan Bima Nagar Road,Jeevan Bhima Nagar,Bangalore,India",,+912506592345|+919158917146,Yes,No,,"https://b.zmtcdn.com/data/pictures/3/18387393/1f89e918c968361cc36f7b81ce2661e7.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18387393/8e569ee027502dac8e1a5e22e8816954.png?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18387393/fb694e87b79aaec8ddf754cf9b7237f0.png?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/3/18387393/aeaea12c6ab2da585b26bb126485329e.png?output-format=webp&fit=around|300:273&crop=300:273;*,*",21200000000000,110,8,â‚¹400 for two people (approx.),,,mumbai/dt-family-restaurant-bar-virar
http://smt-tools.amazon.com/s3resource?id=e02866e0-4333-11ec-8e5b-851d26908c33&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/polar-bear-hennur-bangalore,Bengaluru,North Bangalore,BTM,Polar Bear,4.5,3.7,13.06482592,77.64698949,19170409,"Waffle, Shake, Ice Cream, Desserts, Beverages",Opens at 11am,"28/2/2,Ground Floor,Sri Hanuman Nilaya,K Narayanapura Road,Kothanur,Hennur,Bangalore,India",,919968000000,Yes,No,,"https://b.zmtcdn.com/data/pictures/2/18900472/9ac23ceb8fb7a1dff04fc1b097a13a07.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/8df8a263138e17c03ae748b65782109b.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/ccb31f359042a97246e8920535ed7045.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/chains/2/50812/155a41c35dda65f9500386fa54aa0af6.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,"1,675",28,â‚¹300 for two people (approx.),,,mumbai/carousel-the-bake-about-dadar-east
http://smt-tools.amazon.com/s3resource?id=1b8bffd0-432a-11ec-b9fd-f956455586e2&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/qube-cafe-koramangala-4th-block-bangalore,Bengaluru,Koramangala,Banashankari,Qube Cafe,4.7,4,12.93406718,77.63013884,18767045,"Cafe, North Indian, Street Food",Opens at 9am,"643,Indiqube Octagon,80 Feet Road,Koramangala 4th Block,Bangalore,India",,"+917021152015, +912227827273, +919821881490",Yes,No,,"https://b.zmtcdn.com/data/pictures/5/18767045/175a3a6031866a91480057d8a853eabc.jpg?fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/pictures/5/18767045/5c7ab44c3eb73f0a5d9d3ee2c091805d.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/5/18767045/9ca7345f41293be147e893b6770f37c4.jpeg?fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/pictures/5/18767045/f5852c0ff9f9d0df8aa2e78d503c6428.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",11200000000000,61,232,â‚¹550 for two people (approx.),,Currently closed for online ordering,mumbai/vicious-circle-kitchen-and-bar-vashi-navi-mumbai
http://smt-tools.amazon.com/s3resource?id=c60a47b0-4306-11ec-930d-1fb180f9ca3d&resourceType=crawledpages&encryption=false,https://www.zomato.com/bangalore/lassi-slushy-frazer-town-bangalore,Bengaluru,North Bangalore,Malleshwaram,Lassi Slushy,4.5,,12.99742628,77.60081459,19135567,"Beverages, Desserts, Ice Cream",Opens at 11am,"3,V P Deenadayalu Naidu Road,Jayamahal Extension,Frazer Town,Bangalore,India",,919987000000,No,NA,,"https://b.zmtcdn.com/data/reviews_photos/c6e/f6a244ef685fecba427506aa06f9cc6e_1562155966.jpg?output-format=webp&fit=around|771.75:416.25&crop=771.75:416.25;*,*|https://b.zmtcdn.com/data/reviews_photos/82a/964f60d64fe93f5f3bd00e00a364482a_1562155420.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/ce9/1a9557baec28208bf33c8e485a763ce9_1562158005.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*|https://b.zmtcdn.com/data/reviews_photos/ce3/c0d47dc9839d02f967b08cbb9e211ce3_1562155424.jpg?output-format=webp&fit=around|300:273&crop=300:273;*,*",,26,0,â‚¹300 for one order (approx.),,,mumbai/hotel-anjaneya-santacruz-east
